cat_a,cat_b,prompt_id,cluster_id,cluster_name,alpha,beta,cos_joint,cos_marg_a,cos_marg_b,cos_baseline,joint_minus_marg_max,joint_minus_marg_avg
b1,b11,1,6,enthusiasm / curiosity,-2.0,-2.0,0.07695217430591583,0.09696692228317261,0.09405651688575745,0.10052981227636337,-0.020014747977256775,-0.018559545278549194
b1,b11,1,6,enthusiasm / curiosity,-2.0,2.0,0.1675790548324585,0.09696692228317261,0.13221150636672974,0.10052981227636337,0.03536754846572876,0.052989840507507324
b1,b11,1,6,enthusiasm / curiosity,2.0,-2.0,0.14199207723140717,0.08581679314374924,0.09405651688575745,0.10052981227636337,0.04793556034564972,0.052055422216653824
b1,b11,1,6,enthusiasm / curiosity,2.0,2.0,0.17391856014728546,0.08581679314374924,0.13221150636672974,0.10052981227636337,0.041707053780555725,0.06490441039204597
b1,b11,2,0,self-doubt / encouragement,-2.0,-2.0,0.13909912109375,0.15555185079574585,0.19622617959976196,0.11809313297271729,-0.05712705850601196,-0.036789894104003906
b1,b11,2,0,self-doubt / encouragement,-2.0,2.0,0.14118289947509766,0.15555185079574585,0.16096258163452148,0.11809313297271729,-0.019779682159423828,-0.01707431674003601
b1,b11,2,0,self-doubt / encouragement,2.0,-2.0,0.14853151142597198,0.182893306016922,0.19622617959976196,0.11809313297271729,-0.04769466817378998,-0.041028231382369995
b1,b11,2,0,self-doubt / encouragement,2.0,2.0,0.1082792580127716,0.182893306016922,0.16096258163452148,0.11809313297271729,-0.07461404800415039,-0.06364868581295013
b1,b11,2,1,frustration / despair,-2.0,-2.0,0.08191703259944916,0.07297488301992416,0.09474427998065948,0.08123224973678589,-0.012827247381210327,-0.0019425489008426666
b1,b11,2,1,frustration / despair,-2.0,2.0,0.11085539311170578,0.07297488301992416,0.1606689691543579,0.08123224973678589,-0.04981357604265213,-0.005966532975435257
b1,b11,2,1,frustration / despair,2.0,-2.0,0.060670457780361176,0.04817400127649307,0.09474427998065948,0.08123224973678589,-0.03407382220029831,-0.010788682848215103
b1,b11,2,1,frustration / despair,2.0,2.0,0.06242898851633072,0.04817400127649307,0.1606689691543579,0.08123224973678589,-0.09823998063802719,-0.04199249669909477
b1,b11,2,2,uncertainty / indecision,-2.0,-2.0,0.1213405430316925,0.14737047255039215,0.16895675659179688,0.16279290616512299,-0.04761621356010437,-0.03682307153940201
b1,b11,2,2,uncertainty / indecision,-2.0,2.0,0.07382434606552124,0.14737047255039215,0.14505064487457275,0.16279290616512299,-0.07354612648487091,-0.07238621264696121
b1,b11,2,2,uncertainty / indecision,2.0,-2.0,0.08971402049064636,0.07767355442047119,0.16895675659179688,0.16279290616512299,-0.07924273610115051,-0.03360113501548767
b1,b11,2,2,uncertainty / indecision,2.0,2.0,0.1221848726272583,0.07767355442047119,0.14505064487457275,0.16279290616512299,-0.022865772247314453,0.010822772979736328
b1,b11,2,3,romantic idealism,-2.0,-2.0,0.05182398483157158,0.15582117438316345,0.08360461890697479,0.0818898156285286,-0.10399718955159187,-0.06788891181349754
b1,b11,2,3,romantic idealism,-2.0,2.0,0.0387101024389267,0.15582117438316345,0.5227771401405334,0.0818898156285286,-0.48406703770160675,-0.30058905482292175
b1,b11,2,3,romantic idealism,2.0,-2.0,0.08840657025575638,0.11138750612735748,0.08360461890697479,0.0818898156285286,-0.022980935871601105,-0.00908949226140976
b1,b11,2,3,romantic idealism,2.0,2.0,0.14828941226005554,0.11138750612735748,0.5227771401405334,0.0818898156285286,-0.3744877278804779,-0.16879291087388992
b1,b11,2,4,academic ambition / competitive determination,-2.0,-2.0,0.049215320497751236,0.10154318064451218,0.07530996203422546,0.2249232828617096,-0.05232786014676094,-0.039211250841617584
b1,b11,2,4,academic ambition / competitive determination,-2.0,2.0,0.10304649919271469,0.10154318064451218,0.08817105740308762,0.2249232828617096,0.0015033185482025146,0.008189380168914795
b1,b11,2,4,academic ambition / competitive determination,2.0,-2.0,0.08150613307952881,0.04932039976119995,0.07530996203422546,0.2249232828617096,0.006196171045303345,0.0191909521818161
b1,b11,2,4,academic ambition / competitive determination,2.0,2.0,0.06792828440666199,0.04932039976119995,0.08817105740308762,0.2249232828617096,-0.02024277299642563,-0.0008174441754817963
b1,b11,2,5,ironic amusement,-2.0,-2.0,0.06679056584835052,0.07480112463235855,0.14215552806854248,0.07563547044992447,-0.07536496222019196,-0.04168776050209999
b1,b11,2,5,ironic amusement,-2.0,2.0,0.07111604511737823,0.07480112463235855,0.14472581446170807,0.07563547044992447,-0.07360976934432983,-0.038647424429655075
b1,b11,2,5,ironic amusement,2.0,-2.0,0.1092655286192894,0.07549314200878143,0.14215552806854248,0.07563547044992447,-0.03288999944925308,0.0004411935806274414
b1,b11,2,5,ironic amusement,2.0,2.0,0.11925873905420303,0.07549314200878143,0.14472581446170807,0.07563547044992447,-0.025467075407505035,0.009149260818958282
b1,b11,2,6,enthusiasm / curiosity,-2.0,-2.0,0.08408065885305405,0.19478605687618256,0.25096455216407776,0.1648891419172287,-0.1668838933110237,-0.1387946456670761
b1,b11,2,6,enthusiasm / curiosity,-2.0,2.0,0.15165306627750397,0.19478605687618256,0.2260056883096695,0.1648891419172287,-0.07435262203216553,-0.05874280631542206
b1,b11,2,6,enthusiasm / curiosity,2.0,-2.0,0.265690416097641,0.2291577309370041,0.25096455216407776,0.1648891419172287,0.014725863933563232,0.025629274547100067
b1,b11,2,6,enthusiasm / curiosity,2.0,2.0,0.1599755883216858,0.2291577309370041,0.2260056883096695,0.1648891419172287,-0.0691821426153183,-0.067606121301651
b1,b11,3,0,self-doubt / encouragement,-2.0,-2.0,0.1006508320569992,0.10774657130241394,0.10727117955684662,0.05243324488401413,-0.007095739245414734,-0.006858043372631073
b1,b11,3,0,self-doubt / encouragement,-2.0,2.0,0.05798418074846268,0.10774657130241394,0.06358494609594345,0.05243324488401413,-0.04976239055395126,-0.02768157795071602
b1,b11,3,0,self-doubt / encouragement,2.0,-2.0,0.052152782678604126,0.06363339722156525,0.10727117955684662,0.05243324488401413,-0.05511839687824249,-0.03329950571060181
b1,b11,3,0,self-doubt / encouragement,2.0,2.0,0.075788214802742,0.06363339722156525,0.06358494609594345,0.05243324488401413,0.012154817581176758,0.012179043143987656
b1,b11,3,1,frustration / despair,-2.0,-2.0,0.08389011770486832,0.10279189050197601,0.11189448833465576,0.09356782585382462,-0.028004370629787445,-0.02345307171344757
b1,b11,3,1,frustration / despair,-2.0,2.0,0.058497361838817596,0.10279189050197601,0.11965842545032501,0.09356782585382462,-0.061161063611507416,-0.052727796137332916
b1,b11,3,1,frustration / despair,2.0,-2.0,0.06823118776082993,0.06745298206806183,0.11189448833465576,0.09356782585382462,-0.043663300573825836,-0.02144254744052887
b1,b11,3,1,frustration / despair,2.0,2.0,0.11530867964029312,0.06745298206806183,0.11965842545032501,0.09356782585382462,-0.004349745810031891,0.0217529758810997
b1,b11,3,2,uncertainty / indecision,-2.0,-2.0,0.11973172426223755,0.14712512493133545,0.13322125375270844,0.12720690667629242,-0.0273934006690979,-0.020441465079784393
b1,b11,3,2,uncertainty / indecision,-2.0,2.0,0.0983767956495285,0.14712512493133545,0.15994814038276672,0.12720690667629242,-0.06157134473323822,-0.05515983700752258
b1,b11,3,2,uncertainty / indecision,2.0,-2.0,0.09339969605207443,0.09852880239486694,0.13322125375270844,0.12720690667629242,-0.039821557700634,-0.022475332021713257
b1,b11,3,2,uncertainty / indecision,2.0,2.0,0.1892138123512268,0.09852880239486694,0.15994814038276672,0.12720690667629242,0.029265671968460083,0.05997534096240997
b1,b11,3,3,romantic idealism,-2.0,-2.0,0.02332017384469509,0.040069375187158585,0.0468795970082283,0.030841806903481483,-0.02355942316353321,-0.020154312252998352
b1,b11,3,3,romantic idealism,-2.0,2.0,0.013346758671104908,0.040069375187158585,0.0390484444797039,0.030841806903481483,-0.026722616516053677,-0.026212151162326336
b1,b11,3,3,romantic idealism,2.0,-2.0,0.0389857292175293,0.01627768576145172,0.0468795970082283,0.030841806903481483,-0.007893867790699005,0.007407087832689285
b1,b11,3,3,romantic idealism,2.0,2.0,0.03323374316096306,0.01627768576145172,0.0390484444797039,0.030841806903481483,-0.005814701318740845,0.005570678040385246
b1,b11,3,4,academic ambition / competitive determination,-2.0,-2.0,0.08344701677560806,0.08567119389772415,0.06162349879741669,0.05445351451635361,-0.002224177122116089,0.009799670428037643
b1,b11,3,4,academic ambition / competitive determination,-2.0,2.0,0.06809031218290329,0.08567119389772415,0.06877309083938599,0.05445351451635361,-0.017580881714820862,-0.00913183018565178
b1,b11,3,4,academic ambition / competitive determination,2.0,-2.0,0.03719789534807205,0.05791405960917473,0.06162349879741669,0.05445351451635361,-0.024425603449344635,-0.022570883855223656
b1,b11,3,4,academic ambition / competitive determination,2.0,2.0,0.05596187710762024,0.05791405960917473,0.06877309083938599,0.05445351451635361,-0.012811213731765747,-0.007381698116660118
b1,b11,3,5,ironic amusement,-2.0,-2.0,0.10630645602941513,0.12329450994729996,0.12523849308490753,0.11291592568159103,-0.0189320370554924,-0.017960045486688614
b1,b11,3,5,ironic amusement,-2.0,2.0,0.09759669750928879,0.12329450994729996,0.12763623893260956,0.11291592568159103,-0.03003954142332077,-0.02786867693066597
b1,b11,3,5,ironic amusement,2.0,-2.0,0.11161800473928452,0.10340537875890732,0.12523849308490753,0.11291592568159103,-0.013620488345623016,-0.0027039311826229095
b1,b11,3,5,ironic amusement,2.0,2.0,0.13738997280597687,0.10340537875890732,0.12763623893260956,0.11291592568159103,0.00975373387336731,0.02186916396021843
b1,b11,3,6,enthusiasm / curiosity,-2.0,-2.0,0.1258384734392166,0.15715982019901276,0.15377527475357056,0.11535898596048355,-0.03132134675979614,-0.029629074037075043
b1,b11,3,6,enthusiasm / curiosity,-2.0,2.0,0.12261257320642471,0.15715982019901276,0.1255234181880951,0.11535898596048355,-0.03454724699258804,-0.01872904598712921
b1,b11,3,6,enthusiasm / curiosity,2.0,-2.0,0.1314084231853485,0.1387225240468979,0.15377527475357056,0.11535898596048355,-0.022366851568222046,-0.014840476214885712
b1,b11,3,6,enthusiasm / curiosity,2.0,2.0,0.147877499461174,0.1387225240468979,0.1255234181880951,0.11535898596048355,0.009154975414276123,0.01575452834367752
b1,b11,4,0,self-doubt / encouragement,-2.0,-2.0,0.1209477037191391,0.11703255772590637,0.1285332590341568,0.09420821070671082,-0.0075855553150177,-0.0018352046608924866
b1,b11,4,0,self-doubt / encouragement,-2.0,2.0,0.07978005707263947,0.11703255772590637,0.09492416679859161,0.09420821070671082,-0.03725250065326691,-0.026198305189609528
b1,b11,4,0,self-doubt / encouragement,2.0,-2.0,0.08677870780229568,0.19275254011154175,0.1285332590341568,0.09420821070671082,-0.10597383230924606,-0.07386419177055359
b1,b11,4,0,self-doubt / encouragement,2.0,2.0,0.0994303822517395,0.19275254011154175,0.09492416679859161,0.09420821070671082,-0.09332215785980225,-0.04440797120332718
b1,b11,4,1,frustration / despair,-2.0,-2.0,0.10116232186555862,0.10549236088991165,0.09326459467411041,0.08754955232143402,-0.004330039024353027,0.0017838440835475922
b1,b11,4,1,frustration / despair,-2.0,2.0,0.03040837123990059,0.10549236088991165,0.08439427614212036,0.08754955232143402,-0.07508398965001106,-0.06453494727611542
b1,b11,4,1,frustration / despair,2.0,-2.0,0.06257490813732147,0.12097542732954025,0.09326459467411041,0.08754955232143402,-0.05840051919221878,-0.04454510286450386
b1,b11,4,1,frustration / despair,2.0,2.0,0.09017537534236908,0.12097542732954025,0.08439427614212036,0.08754955232143402,-0.030800051987171173,-0.012509476393461227
b1,b11,4,2,uncertainty / indecision,-2.0,-2.0,0.161214679479599,0.1779511272907257,0.17902718484401703,0.17504476010799408,-0.01781250536441803,-0.01727447658777237
b1,b11,4,2,uncertainty / indecision,-2.0,2.0,0.17007134854793549,0.1779511272907257,0.1686840057373047,0.17504476010799408,-0.007879778742790222,-0.003246217966079712
b1,b11,4,2,uncertainty / indecision,2.0,-2.0,0.13384079933166504,0.20869816839694977,0.17902718484401703,0.17504476010799408,-0.07485736906528473,-0.06002187728881836
b1,b11,4,2,uncertainty / indecision,2.0,2.0,0.20592455565929413,0.20869816839694977,0.1686840057373047,0.17504476010799408,-0.0027736127376556396,0.0172334685921669
b1,b11,4,3,romantic idealism,-2.0,-2.0,0.08689088374376297,0.10373122245073318,0.12260997295379639,0.07784955948591232,-0.03571908921003342,-0.026279713958501816
b1,b11,4,3,romantic idealism,-2.0,2.0,0.004409450106322765,0.10373122245073318,0.10097364336252213,0.07784955948591232,-0.09932177234441042,-0.09794298280030489
b1,b11,4,3,romantic idealism,2.0,-2.0,0.0871620699763298,0.08803281933069229,0.12260997295379639,0.07784955948591232,-0.03544790297746658,-0.018159326165914536
b1,b11,4,3,romantic idealism,2.0,2.0,0.11673155426979065,0.08803281933069229,0.10097364336252213,0.07784955948591232,0.015757910907268524,0.02222832292318344
b1,b11,4,4,academic ambition / competitive determination,-2.0,-2.0,0.15158692002296448,0.13111597299575806,0.156008780002594,0.1761026680469513,-0.004421859979629517,0.008024543523788452
b1,b11,4,4,academic ambition / competitive determination,-2.0,2.0,0.06951449811458588,0.13111597299575806,0.16487565636634827,0.1761026680469513,-0.09536115825176239,-0.07848131656646729
b1,b11,4,4,academic ambition / competitive determination,2.0,-2.0,0.1314125508069992,0.12346351891756058,0.156008780002594,0.1761026680469513,-0.024596229195594788,-0.00832359865307808
b1,b11,4,4,academic ambition / competitive determination,2.0,2.0,0.10005229711532593,0.12346351891756058,0.16487565636634827,0.1761026680469513,-0.06482335925102234,-0.044117290526628494
b1,b11,4,5,ironic amusement,-2.0,-2.0,0.03935404121875763,0.06378553807735443,0.09944238513708115,0.047947339713573456,-0.06008834391832352,-0.04225992038846016
b1,b11,4,5,ironic amusement,-2.0,2.0,0.043248601257801056,0.06378553807735443,0.028182005509734154,0.047947339713573456,-0.020536936819553375,-0.0027351705357432365
b1,b11,4,5,ironic amusement,2.0,-2.0,0.05179508030414581,0.0640605241060257,0.09944238513708115,0.047947339713573456,-0.04764730483293533,-0.029956374317407608
b1,b11,4,5,ironic amusement,2.0,2.0,0.08046681433916092,0.0640605241060257,0.028182005509734154,0.047947339713573456,0.016406290233135223,0.034345549531280994
b1,b11,4,6,enthusiasm / curiosity,-2.0,-2.0,0.12902575731277466,0.14993946254253387,0.18605145812034607,0.12140345573425293,-0.05702570080757141,-0.038969703018665314
b1,b11,4,6,enthusiasm / curiosity,-2.0,2.0,0.1137324795126915,0.14993946254253387,0.09791334718465805,0.12140345573425293,-0.03620698302984238,-0.010193925350904465
b1,b11,4,6,enthusiasm / curiosity,2.0,-2.0,0.09539270401000977,0.2084079384803772,0.18605145812034607,0.12140345573425293,-0.11301523447036743,-0.10183699429035187
b1,b11,4,6,enthusiasm / curiosity,2.0,2.0,0.13571535050868988,0.2084079384803772,0.09791334718465805,0.12140345573425293,-0.07269258797168732,-0.017445292323827744
b1,b11,5,0,self-doubt / encouragement,-2.0,-2.0,0.1897139549255371,0.11292997002601624,0.19547691941261292,0.26054656505584717,-0.005762964487075806,0.035510510206222534
b1,b11,5,0,self-doubt / encouragement,-2.0,2.0,0.13291940093040466,0.11292997002601624,0.18461960554122925,0.26054656505584717,-0.051700204610824585,-0.01585538685321808
b1,b11,5,0,self-doubt / encouragement,2.0,-2.0,0.12309084832668304,0.2192445695400238,0.19547691941261292,0.26054656505584717,-0.09615372121334076,-0.08426989614963531
b1,b11,5,0,self-doubt / encouragement,2.0,2.0,0.15952478349208832,0.2192445695400238,0.18461960554122925,0.26054656505584717,-0.059719786047935486,-0.04240730404853821
b1,b11,5,1,frustration / despair,-2.0,-2.0,0.1363193243741989,0.06941681355237961,0.19662711024284363,0.18212664127349854,-0.060307785868644714,0.0032973624765872955
b1,b11,5,1,frustration / despair,-2.0,2.0,0.10205042362213135,0.06941681355237961,0.1373312622308731,0.18212664127349854,-0.03528083860874176,-0.0013236142694950104
b1,b11,5,1,frustration / despair,2.0,-2.0,0.15163734555244446,0.14753694832324982,0.19662711024284363,0.18212664127349854,-0.04498976469039917,-0.020444683730602264
b1,b11,5,1,frustration / despair,2.0,2.0,0.1734737604856491,0.14753694832324982,0.1373312622308731,0.18212664127349854,0.025936812162399292,0.031039655208587646
b1,b11,5,2,uncertainty / indecision,-2.0,-2.0,0.1862068772315979,0.14751359820365906,0.2059136927127838,0.3255496919155121,-0.019706815481185913,0.009493231773376465
b1,b11,5,2,uncertainty / indecision,-2.0,2.0,0.1444447785615921,0.14751359820365906,0.21445728838443756,0.3255496919155121,-0.07001250982284546,-0.03654066473245621
b1,b11,5,2,uncertainty / indecision,2.0,-2.0,0.12950755655765533,0.2850800156593323,0.2059136927127838,0.3255496919155121,-0.15557245910167694,-0.11598929762840271
b1,b11,5,2,uncertainty / indecision,2.0,2.0,0.24211087822914124,0.2850800156593323,0.21445728838443756,0.3255496919155121,-0.04296913743019104,-0.007657773792743683
b1,b11,5,3,romantic idealism,-2.0,-2.0,0.008815495297312737,0.013077396899461746,0.07308350503444672,0.07387951016426086,-0.06426800973713398,-0.034264955669641495
b1,b11,5,3,romantic idealism,-2.0,2.0,-0.0021646898239851,0.013077396899461746,0.06135595217347145,0.07387951016426086,-0.06352064199745655,-0.0393813643604517
b1,b11,5,3,romantic idealism,2.0,-2.0,-0.010086152702569962,0.043912071734666824,0.07308350503444672,0.07387951016426086,-0.08316965773701668,-0.06858394108712673
b1,b11,5,3,romantic idealism,2.0,2.0,0.09859365224838257,0.043912071734666824,0.06135595217347145,0.07387951016426086,0.03723770007491112,0.04595964029431343
b1,b11,5,4,academic ambition / competitive determination,-2.0,-2.0,0.07829834520816803,0.09139662981033325,0.15986891090869904,0.2368575632572174,-0.081570565700531,-0.047334425151348114
b1,b11,5,4,academic ambition / competitive determination,-2.0,2.0,0.05305980518460274,0.09139662981033325,0.09296871721744537,0.2368575632572174,-0.039908912032842636,-0.039122868329286575
b1,b11,5,4,academic ambition / competitive determination,2.0,-2.0,0.10474734753370285,0.19056104123592377,0.15986891090869904,0.2368575632572174,-0.08581369370222092,-0.07046762853860855
b1,b11,5,4,academic ambition / competitive determination,2.0,2.0,0.11426714807748795,0.19056104123592377,0.09296871721744537,0.2368575632572174,-0.07629389315843582,-0.027497731149196625
b1,b11,5,5,ironic amusement,-2.0,-2.0,0.12351022660732269,0.09837909042835236,0.12356989830732346,0.12938886880874634,-5.967170000076294e-05,0.012535732239484787
b1,b11,5,5,ironic amusement,-2.0,2.0,0.1308576464653015,0.09837909042835236,0.11565931141376495,0.12938886880874634,0.01519833505153656,0.02383844554424286
b1,b11,5,5,ironic amusement,2.0,-2.0,0.07267385721206665,0.1431712806224823,0.12356989830732346,0.12938886880874634,-0.07049742341041565,-0.06069673225283623
b1,b11,5,5,ironic amusement,2.0,2.0,0.11217819154262543,0.1431712806224823,0.11565931141376495,0.12938886880874634,-0.030993089079856873,-0.0172371044754982
