cat_a,cat_b,alpha,beta,prompt_id,cluster_id,cluster_name,cos
b1,b11,-2.0,-2.0,7,2,uncertainty / indecision,0.17142565548419952
b1,b11,-2.0,-2.0,7,3,romantic idealism,0.08740251511335373
b1,b11,-2.0,-2.0,7,4,academic ambition / competitive determination,0.09642452746629715
b1,b11,-2.0,-2.0,7,5,ironic amusement,0.11844678223133087
b1,b11,-2.0,-2.0,7,6,enthusiasm / curiosity,0.15724635124206543
b1,b11,-2.0,0.0,0,0,self-doubt / encouragement,0.18022263050079346
b1,b11,-2.0,0.0,0,1,frustration / despair,0.10425586253404617
b1,b11,-2.0,0.0,0,2,uncertainty / indecision,0.15817390382289886
b1,b11,-2.0,0.0,0,3,romantic idealism,0.09416302293539047
b1,b11,-2.0,0.0,0,4,academic ambition / competitive determination,0.12267141044139862
b1,b11,-2.0,0.0,0,5,ironic amusement,0.11640074849128723
b1,b11,-2.0,0.0,0,6,enthusiasm / curiosity,0.19938166439533234
b1,b11,-2.0,0.0,1,0,self-doubt / encouragement,0.11208950728178024
b1,b11,-2.0,0.0,1,1,frustration / despair,0.1239522248506546
b1,b11,-2.0,0.0,1,2,uncertainty / indecision,0.18187493085861206
b1,b11,-2.0,0.0,1,3,romantic idealism,0.02420516312122345
b1,b11,-2.0,0.0,1,4,academic ambition / competitive determination,0.10153987258672714
b1,b11,-2.0,0.0,1,5,ironic amusement,0.1408076286315918
b1,b11,-2.0,0.0,1,6,enthusiasm / curiosity,0.09696692228317261
b1,b11,-2.0,0.0,2,0,self-doubt / encouragement,0.15555185079574585
b1,b11,-2.0,0.0,2,1,frustration / despair,0.07297488301992416
b1,b11,-2.0,0.0,2,2,uncertainty / indecision,0.14737047255039215
b1,b11,-2.0,0.0,2,3,romantic idealism,0.15582117438316345
b1,b11,-2.0,0.0,2,4,academic ambition / competitive determination,0.10154318064451218
b1,b11,-2.0,0.0,2,5,ironic amusement,0.07480112463235855
b1,b11,-2.0,0.0,2,6,enthusiasm / curiosity,0.19478605687618256
b1,b11,-2.0,0.0,3,0,self-doubt / encouragement,0.10774657130241394
b1,b11,-2.0,0.0,3,1,frustration / despair,0.10279189050197601
b1,b11,-2.0,0.0,3,2,uncertainty / indecision,0.14712512493133545
b1,b11,-2.0,0.0,3,3,romantic idealism,0.040069375187158585
b1,b11,-2.0,0.0,3,4,academic ambition / competitive determination,0.08567119389772415
b1,b11,-2.0,0.0,3,5,ironic amusement,0.12329450994729996
b1,b11,-2.0,0.0,3,6,enthusiasm / curiosity,0.15715982019901276
b1,b11,-2.0,0.0,4,0,self-doubt / encouragement,0.11703255772590637
b1,b11,-2.0,0.0,4,1,frustration / despair,0.10549236088991165
b1,b11,-2.0,0.0,4,2,uncertainty / indecision,0.1779511272907257
b1,b11,-2.0,0.0,4,3,romantic idealism,0.10373122245073318
b1,b11,-2.0,0.0,4,4,academic ambition / competitive determination,0.13111597299575806
b1,b11,-2.0,0.0,4,5,ironic amusement,0.06378553807735443
b1,b11,-2.0,0.0,4,6,enthusiasm / curiosity,0.14993946254253387
b1,b11,-2.0,0.0,5,0,self-doubt / encouragement,0.11292997002601624
b1,b11,-2.0,0.0,5,1,frustration / despair,0.06941681355237961
b1,b11,-2.0,0.0,5,2,uncertainty / indecision,0.14751359820365906
b1,b11,-2.0,0.0,5,3,romantic idealism,0.013077396899461746
b1,b11,-2.0,0.0,5,4,academic ambition / competitive determination,0.09139662981033325
b1,b11,-2.0,0.0,5,5,ironic amusement,0.09837909042835236
b1,b11,-2.0,0.0,5,6,enthusiasm / curiosity,0.08568452298641205
b1,b11,-2.0,0.0,6,0,self-doubt / encouragement,0.03322940319776535
b1,b11,-2.0,0.0,6,1,frustration / despair,0.07310642302036285
b1,b11,-2.0,0.0,6,2,uncertainty / indecision,0.06854970753192902
b1,b11,-2.0,0.0,6,3,romantic idealism,-0.04260009527206421
b1,b11,-2.0,0.0,6,4,academic ambition / competitive determination,0.06795188784599304
b1,b11,-2.0,0.0,6,5,ironic amusement,0.03572182357311249
b1,b11,-2.0,0.0,6,6,enthusiasm / curiosity,0.12147019803524017
b1,b11,-2.0,0.0,7,0,self-doubt / encouragement,0.19203436374664307
b1,b11,-2.0,0.0,7,1,frustration / despair,0.15490595996379852
b1,b11,-2.0,0.0,7,2,uncertainty / indecision,0.23997735977172852
b1,b11,-2.0,0.0,7,3,romantic idealism,0.0587756521999836
b1,b11,-2.0,0.0,7,4,academic ambition / competitive determination,0.10354398936033249
b1,b11,-2.0,0.0,7,5,ironic amusement,0.13427017629146576
b1,b11,-2.0,0.0,7,6,enthusiasm / curiosity,0.1598481684923172
b1,b11,-2.0,2.0,0,0,self-doubt / encouragement,0.22632677853107452
b1,b11,-2.0,2.0,0,1,frustration / despair,0.17953215539455414
b1,b11,-2.0,2.0,0,2,uncertainty / indecision,0.22633758187294006
b1,b11,-2.0,2.0,0,3,romantic idealism,0.11718201637268066
b1,b11,-2.0,2.0,0,4,academic ambition / competitive determination,0.12833066284656525
b1,b11,-2.0,2.0,0,5,ironic amusement,0.13087403774261475
b1,b11,-2.0,2.0,0,6,enthusiasm / curiosity,0.18027618527412415
b1,b11,-2.0,2.0,1,0,self-doubt / encouragement,0.13245482742786407
b1,b11,-2.0,2.0,1,1,frustration / despair,0.08487974852323532
b1,b11,-2.0,2.0,1,2,uncertainty / indecision,0.17712369561195374
b1,b11,-2.0,2.0,1,3,romantic idealism,0.008862132206559181
b1,b11,-2.0,2.0,1,4,academic ambition / competitive determination,0.1237221285700798
b1,b11,-2.0,2.0,1,5,ironic amusement,0.07524902373552322
b1,b11,-2.0,2.0,1,6,enthusiasm / curiosity,0.1675790548324585
b1,b11,-2.0,2.0,2,0,self-doubt / encouragement,0.14118289947509766
b1,b11,-2.0,2.0,2,1,frustration / despair,0.11085539311170578
b1,b11,-2.0,2.0,2,2,uncertainty / indecision,0.07382434606552124
b1,b11,-2.0,2.0,2,3,romantic idealism,0.0387101024389267
b1,b11,-2.0,2.0,2,4,academic ambition / competitive determination,0.10304649919271469
b1,b11,-2.0,2.0,2,5,ironic amusement,0.07111604511737823
b1,b11,-2.0,2.0,2,6,enthusiasm / curiosity,0.15165306627750397
b1,b11,-2.0,2.0,3,0,self-doubt / encouragement,0.05798418074846268
b1,b11,-2.0,2.0,3,1,frustration / despair,0.058497361838817596
b1,b11,-2.0,2.0,3,2,uncertainty / indecision,0.0983767956495285
b1,b11,-2.0,2.0,3,3,romantic idealism,0.013346758671104908
b1,b11,-2.0,2.0,3,4,academic ambition / competitive determination,0.06809031218290329
b1,b11,-2.0,2.0,3,5,ironic amusement,0.09759669750928879
b1,b11,-2.0,2.0,3,6,enthusiasm / curiosity,0.12261257320642471
b1,b11,-2.0,2.0,4,0,self-doubt / encouragement,0.07978005707263947
b1,b11,-2.0,2.0,4,1,frustration / despair,0.03040837123990059
b1,b11,-2.0,2.0,4,2,uncertainty / indecision,0.17007134854793549
b1,b11,-2.0,2.0,4,3,romantic idealism,0.004409450106322765
b1,b11,-2.0,2.0,4,4,academic ambition / competitive determination,0.06951449811458588
b1,b11,-2.0,2.0,4,5,ironic amusement,0.043248601257801056
b1,b11,-2.0,2.0,4,6,enthusiasm / curiosity,0.1137324795126915
b1,b11,-2.0,2.0,5,0,self-doubt / encouragement,0.13291940093040466
b1,b11,-2.0,2.0,5,1,frustration / despair,0.10205042362213135
b1,b11,-2.0,2.0,5,2,uncertainty / indecision,0.1444447785615921
b1,b11,-2.0,2.0,5,3,romantic idealism,-0.0021646898239851
b1,b11,-2.0,2.0,5,4,academic ambition / competitive determination,0.05305980518460274
b1,b11,-2.0,2.0,5,5,ironic amusement,0.1308576464653015
b1,b11,-2.0,2.0,5,6,enthusiasm / curiosity,0.05931270867586136
b1,b11,-2.0,2.0,6,0,self-doubt / encouragement,0.15249881148338318
b1,b11,-2.0,2.0,6,1,frustration / despair,0.10743911564350128
b1,b11,-2.0,2.0,6,2,uncertainty / indecision,0.12755794823169708
b1,b11,-2.0,2.0,6,3,romantic idealism,0.017450600862503052
b1,b11,-2.0,2.0,6,4,academic ambition / competitive determination,0.16136600077152252
b1,b11,-2.0,2.0,6,5,ironic amusement,0.0438525415956974
b1,b11,-2.0,2.0,6,6,enthusiasm / curiosity,0.17457565665245056
b1,b11,-2.0,2.0,7,0,self-doubt / encouragement,0.20873111486434937
b1,b11,-2.0,2.0,7,1,frustration / despair,0.1698121279478073
b1,b11,-2.0,2.0,7,2,uncertainty / indecision,0.3056328594684601
b1,b11,-2.0,2.0,7,3,romantic idealism,0.056580446660518646
b1,b11,-2.0,2.0,7,4,academic ambition / competitive determination,0.1323087364435196
b1,b11,-2.0,2.0,7,5,ironic amusement,0.14022274315357208
b1,b11,-2.0,2.0,7,6,enthusiasm / curiosity,0.2370634526014328
b1,b11,0.0,-2.0,0,0,self-doubt / encouragement,0.033052776008844376
b1,b11,0.0,-2.0,0,1,frustration / despair,0.1212875247001648
b1,b11,0.0,-2.0,0,2,uncertainty / indecision,0.13503694534301758
b1,b11,0.0,-2.0,0,3,romantic idealism,-0.0001990952150663361
b1,b11,0.0,-2.0,0,4,academic ambition / competitive determination,0.07843396067619324
b1,b11,0.0,-2.0,0,5,ironic amusement,0.0747942328453064
b1,b11,0.0,-2.0,0,6,enthusiasm / curiosity,0.03236228600144386
b1,b11,0.0,-2.0,1,0,self-doubt / encouragement,0.05631687119603157
b1,b11,0.0,-2.0,1,1,frustration / despair,0.06343475729227066
b1,b11,0.0,-2.0,1,2,uncertainty / indecision,0.10482337325811386
b1,b11,0.0,-2.0,1,3,romantic idealism,-0.0014720261096954346
b1,b11,0.0,-2.0,1,4,academic ambition / competitive determination,0.07150266319513321
b1,b11,0.0,-2.0,1,5,ironic amusement,0.06770225614309311
b1,b11,0.0,-2.0,1,6,enthusiasm / curiosity,0.09405651688575745
b1,b11,0.0,-2.0,2,0,self-doubt / encouragement,0.19622617959976196
b1,b11,0.0,-2.0,2,1,frustration / despair,0.09474427998065948
b1,b11,0.0,-2.0,2,2,uncertainty / indecision,0.16895675659179688
b1,b11,0.0,-2.0,2,3,romantic idealism,0.08360461890697479
b1,b11,0.0,-2.0,2,4,academic ambition / competitive determination,0.07530996203422546
b1,b11,0.0,-2.0,2,5,ironic amusement,0.14215552806854248
b1,b11,0.0,-2.0,2,6,enthusiasm / curiosity,0.25096455216407776
b1,b11,0.0,-2.0,3,0,self-doubt / encouragement,0.10727117955684662
b1,b11,0.0,-2.0,3,1,frustration / despair,0.11189448833465576
b1,b11,0.0,-2.0,3,2,uncertainty / indecision,0.13322125375270844
b1,b11,0.0,-2.0,3,3,romantic idealism,0.0468795970082283
b1,b11,0.0,-2.0,3,4,academic ambition / competitive determination,0.06162349879741669
b1,b11,0.0,-2.0,3,5,ironic amusement,0.12523849308490753
b1,b11,0.0,-2.0,3,6,enthusiasm / curiosity,0.15377527475357056
b1,b11,0.0,-2.0,4,0,self-doubt / encouragement,0.1285332590341568
b1,b11,0.0,-2.0,4,1,frustration / despair,0.09326459467411041
b1,b11,0.0,-2.0,4,2,uncertainty / indecision,0.17902718484401703
b1,b11,0.0,-2.0,4,3,romantic idealism,0.12260997295379639
b1,b11,0.0,-2.0,4,4,academic ambition / competitive determination,0.156008780002594
b1,b11,0.0,-2.0,4,5,ironic amusement,0.09944238513708115
b1,b11,0.0,-2.0,4,6,enthusiasm / curiosity,0.18605145812034607
b1,b11,0.0,-2.0,5,0,self-doubt / encouragement,0.19547691941261292
b1,b11,0.0,-2.0,5,1,frustration / despair,0.19662711024284363
b1,b11,0.0,-2.0,5,2,uncertainty / indecision,0.2059136927127838
b1,b11,0.0,-2.0,5,3,romantic idealism,0.07308350503444672
b1,b11,0.0,-2.0,5,4,academic ambition / competitive determination,0.15986891090869904
b1,b11,0.0,-2.0,5,5,ironic amusement,0.12356989830732346
b1,b11,0.0,-2.0,5,6,enthusiasm / curiosity,0.3043905794620514
b1,b11,0.0,-2.0,6,0,self-doubt / encouragement,0.12969866394996643
b1,b11,0.0,-2.0,6,1,frustration / despair,0.14707055687904358
b1,b11,0.0,-2.0,6,2,uncertainty / indecision,0.13373006880283356
b1,b11,0.0,-2.0,6,3,romantic idealism,0.03541804850101471
b1,b11,0.0,-2.0,6,4,academic ambition / competitive determination,0.06737159192562103
b1,b11,0.0,-2.0,6,5,ironic amusement,0.058001331984996796
b1,b11,0.0,-2.0,6,6,enthusiasm / curiosity,0.1527755856513977
b1,b11,0.0,-2.0,7,0,self-doubt / encouragement,0.17382365465164185
b1,b11,0.0,-2.0,7,1,frustration / despair,0.17595136165618896
b1,b11,0.0,-2.0,7,2,uncertainty / indecision,0.25665080547332764
b1,b11,0.0,-2.0,7,3,romantic idealism,0.13806605339050293
b1,b11,0.0,-2.0,7,4,academic ambition / competitive determination,0.14867256581783295
b1,b11,0.0,-2.0,7,5,ironic amusement,0.19450071454048157
b1,b11,0.0,-2.0,7,6,enthusiasm / curiosity,0.19568520784378052
b1,b11,0.0,0.0,0,0,self-doubt / encouragement,0.2579997777938843
b1,b11,0.0,0.0,0,1,frustration / despair,0.1789245754480362
b1,b11,0.0,0.0,0,2,uncertainty / indecision,0.29380178451538086
b1,b11,0.0,0.0,0,3,romantic idealism,0.09819807857275009
b1,b11,0.0,0.0,0,4,academic ambition / competitive determination,0.12983283400535583
b1,b11,0.0,0.0,0,5,ironic amusement,0.1419805884361267
b1,b11,0.0,0.0,0,6,enthusiasm / curiosity,0.1868261694908142
b1,b11,0.0,0.0,1,0,self-doubt / encouragement,0.08845274150371552
b1,b11,0.0,0.0,1,1,frustration / despair,0.12093593180179596
b1,b11,0.0,0.0,1,2,uncertainty / indecision,0.15784244239330292
b1,b11,0.0,0.0,1,3,romantic idealism,-0.00678758230060339
b1,b11,0.0,0.0,1,4,academic ambition / competitive determination,0.07019902020692825
b1,b11,0.0,0.0,1,5,ironic amusement,0.11188811808824539
b1,b11,0.0,0.0,1,6,enthusiasm / curiosity,0.10052981227636337
b1,b11,0.0,0.0,2,0,self-doubt / encouragement,0.11809313297271729
b1,b11,0.0,0.0,2,1,frustration / despair,0.08123224973678589
b1,b11,0.0,0.0,2,2,uncertainty / indecision,0.16279290616512299
b1,b11,0.0,0.0,2,3,romantic idealism,0.0818898156285286
b1,b11,0.0,0.0,2,4,academic ambition / competitive determination,0.2249232828617096
b1,b11,0.0,0.0,2,5,ironic amusement,0.07563547044992447
b1,b11,0.0,0.0,2,6,enthusiasm / curiosity,0.1648891419172287
b1,b11,0.0,0.0,3,0,self-doubt / encouragement,0.05243324488401413
b1,b11,0.0,0.0,3,1,frustration / despair,0.09356782585382462
b1,b11,0.0,0.0,3,2,uncertainty / indecision,0.12720690667629242
b1,b11,0.0,0.0,3,3,romantic idealism,0.030841806903481483
b1,b11,0.0,0.0,3,4,academic ambition / competitive determination,0.05445351451635361
b1,b11,0.0,0.0,3,5,ironic amusement,0.11291592568159103
b1,b11,0.0,0.0,3,6,enthusiasm / curiosity,0.11535898596048355
b1,b11,0.0,0.0,4,0,self-doubt / encouragement,0.09420821070671082
b1,b11,0.0,0.0,4,1,frustration / despair,0.08754955232143402
b1,b11,0.0,0.0,4,2,uncertainty / indecision,0.17504476010799408
b1,b11,0.0,0.0,4,3,romantic idealism,0.07784955948591232
b1,b11,0.0,0.0,4,4,academic ambition / competitive determination,0.1761026680469513
b1,b11,0.0,0.0,4,5,ironic amusement,0.047947339713573456
b1,b11,0.0,0.0,4,6,enthusiasm / curiosity,0.12140345573425293
b1,b11,0.0,0.0,5,0,self-doubt / encouragement,0.26054656505584717
b1,b11,0.0,0.0,5,1,frustration / despair,0.18212664127349854
b1,b11,0.0,0.0,5,2,uncertainty / indecision,0.3255496919155121
b1,b11,0.0,0.0,5,3,romantic idealism,0.07387951016426086
b1,b11,0.0,0.0,5,4,academic ambition / competitive determination,0.2368575632572174
b1,b11,0.0,0.0,5,5,ironic amusement,0.12938886880874634
b1,b11,0.0,0.0,5,6,enthusiasm / curiosity,0.24974477291107178
b1,b11,0.0,0.0,6,0,self-doubt / encouragement,0.05740978196263313
b1,b11,0.0,0.0,6,1,frustration / despair,0.018406767398118973
b1,b11,0.0,0.0,6,2,uncertainty / indecision,0.05222403258085251
b1,b11,0.0,0.0,6,3,romantic idealism,-0.0029037646017968655
b1,b11,0.0,0.0,6,4,academic ambition / competitive determination,0.0654359757900238
b1,b11,0.0,0.0,6,5,ironic amusement,0.11782681196928024
b1,b11,0.0,0.0,6,6,enthusiasm / curiosity,0.07693412899971008
b1,b11,0.0,0.0,7,0,self-doubt / encouragement,0.2342257797718048
b1,b11,0.0,0.0,7,1,frustration / despair,0.17508135735988617
b1,b11,0.0,0.0,7,2,uncertainty / indecision,0.23823431134223938
b1,b11,0.0,0.0,7,3,romantic idealism,0.04392537847161293
b1,b11,0.0,0.0,7,4,academic ambition / competitive determination,0.09754790365695953
b1,b11,0.0,0.0,7,5,ironic amusement,0.16570064425468445
b1,b11,0.0,0.0,7,6,enthusiasm / curiosity,0.21325509250164032
b1,b11,0.0,2.0,0,0,self-doubt / encouragement,0.28550663590431213
b1,b11,0.0,2.0,0,1,frustration / despair,0.10028143227100372
b1,b11,0.0,2.0,0,2,uncertainty / indecision,0.15546968579292297
b1,b11,0.0,2.0,0,3,romantic idealism,0.08180591464042664
b1,b11,0.0,2.0,0,4,academic ambition / competitive determination,0.155781552195549
b1,b11,0.0,2.0,0,5,ironic amusement,0.10898685455322266
b1,b11,0.0,2.0,0,6,enthusiasm / curiosity,0.150996133685112
b1,b11,0.0,2.0,1,0,self-doubt / encouragement,0.14497524499893188
b1,b11,0.0,2.0,1,1,frustration / despair,0.1380789577960968
b1,b11,0.0,2.0,1,2,uncertainty / indecision,0.23855455219745636
b1,b11,0.0,2.0,1,3,romantic idealism,0.06484638154506683
b1,b11,0.0,2.0,1,4,academic ambition / competitive determination,0.08394443243741989
b1,b11,0.0,2.0,1,5,ironic amusement,0.14516563713550568
b1,b11,0.0,2.0,1,6,enthusiasm / curiosity,0.13221150636672974
b1,b11,0.0,2.0,2,0,self-doubt / encouragement,0.16096258163452148
b1,b11,0.0,2.0,2,1,frustration / despair,0.1606689691543579
b1,b11,0.0,2.0,2,2,uncertainty / indecision,0.14505064487457275
b1,b11,0.0,2.0,2,3,romantic idealism,0.5227771401405334
b1,b11,0.0,2.0,2,4,academic ambition / competitive determination,0.08817105740308762
b1,b11,0.0,2.0,2,5,ironic amusement,0.14472581446170807
b1,b11,0.0,2.0,2,6,enthusiasm / curiosity,0.2260056883096695
b1,b11,0.0,2.0,3,0,self-doubt / encouragement,0.06358494609594345
b1,b11,0.0,2.0,3,1,frustration / despair,0.11965842545032501
b1,b11,0.0,2.0,3,2,uncertainty / indecision,0.15994814038276672
b1,b11,0.0,2.0,3,3,romantic idealism,0.0390484444797039
b1,b11,0.0,2.0,3,4,academic ambition / competitive determination,0.06877309083938599
b1,b11,0.0,2.0,3,5,ironic amusement,0.12763623893260956
b1,b11,0.0,2.0,3,6,enthusiasm / curiosity,0.1255234181880951
b1,b11,0.0,2.0,4,0,self-doubt / encouragement,0.09492416679859161
b1,b11,0.0,2.0,4,1,frustration / despair,0.08439427614212036
b1,b11,0.0,2.0,4,2,uncertainty / indecision,0.1686840057373047
b1,b11,0.0,2.0,4,3,romantic idealism,0.10097364336252213
b1,b11,0.0,2.0,4,4,academic ambition / competitive determination,0.16487565636634827
b1,b11,0.0,2.0,4,5,ironic amusement,0.028182005509734154
b1,b11,0.0,2.0,4,6,enthusiasm / curiosity,0.09791334718465805
b1,b11,0.0,2.0,5,0,self-doubt / encouragement,0.18461960554122925
b1,b11,0.0,2.0,5,1,frustration / despair,0.1373312622308731
b1,b11,0.0,2.0,5,2,uncertainty / indecision,0.21445728838443756
b1,b11,0.0,2.0,5,3,romantic idealism,0.06135595217347145
b1,b11,0.0,2.0,5,4,academic ambition / competitive determination,0.09296871721744537
b1,b11,0.0,2.0,5,5,ironic amusement,0.11565931141376495
b1,b11,0.0,2.0,5,6,enthusiasm / curiosity,0.23821596801280975
b1,b11,0.0,2.0,6,0,self-doubt / encouragement,0.3378957211971283
b1,b11,0.0,2.0,6,1,frustration / despair,0.19992446899414062
b1,b11,0.0,2.0,6,2,uncertainty / indecision,0.2963491976261139
b1,b11,0.0,2.0,6,3,romantic idealism,0.12017126381397247
b1,b11,0.0,2.0,6,4,academic ambition / competitive determination,0.18835808336734772
b1,b11,0.0,2.0,6,5,ironic amusement,0.10498364269733429
b1,b11,0.0,2.0,6,6,enthusiasm / curiosity,0.2297661155462265
b1,b11,0.0,2.0,7,0,self-doubt / encouragement,0.19779528677463531
b1,b11,0.0,2.0,7,1,frustration / despair,0.2196897268295288
b1,b11,0.0,2.0,7,2,uncertainty / indecision,0.388704389333725
b1,b11,0.0,2.0,7,3,romantic idealism,0.07171034812927246
b1,b11,0.0,2.0,7,4,academic ambition / competitive determination,0.13259628415107727
b1,b11,0.0,2.0,7,5,ironic amusement,0.14826487004756927
b1,b11,0.0,2.0,7,6,enthusiasm / curiosity,0.1412198841571808
b1,b11,2.0,-2.0,0,0,self-doubt / encouragement,0.13934612274169922
b1,b11,2.0,-2.0,0,1,frustration / despair,0.204960897564888
b1,b11,2.0,-2.0,0,2,uncertainty / indecision,0.15937401354312897
b1,b11,2.0,-2.0,0,3,romantic idealism,0.07984854280948639
b1,b11,2.0,-2.0,0,4,academic ambition / competitive determination,0.0987105667591095
b1,b11,2.0,-2.0,0,5,ironic amusement,0.11003551632165909
b1,b11,2.0,-2.0,0,6,enthusiasm / curiosity,0.18411585688591003
b1,b11,2.0,-2.0,1,0,self-doubt / encouragement,0.1147383451461792
b1,b11,2.0,-2.0,1,1,frustration / despair,0.11295360326766968
b1,b11,2.0,-2.0,1,2,uncertainty / indecision,0.13649259507656097
b1,b11,2.0,-2.0,1,3,romantic idealism,0.03778757154941559
b1,b11,2.0,-2.0,1,4,academic ambition / competitive determination,0.08517724275588989
b1,b11,2.0,-2.0,1,5,ironic amusement,0.10923237353563309
b1,b11,2.0,-2.0,1,6,enthusiasm / curiosity,0.14199207723140717
b1,b11,2.0,-2.0,2,0,self-doubt / encouragement,0.14853151142597198
b1,b11,2.0,-2.0,2,1,frustration / despair,0.060670457780361176
b1,b11,2.0,-2.0,2,2,uncertainty / indecision,0.08971402049064636
b1,b11,2.0,-2.0,2,3,romantic idealism,0.08840657025575638
b1,b11,2.0,-2.0,2,4,academic ambition / competitive determination,0.08150613307952881
b1,b11,2.0,-2.0,2,5,ironic amusement,0.1092655286192894
b1,b11,2.0,-2.0,2,6,enthusiasm / curiosity,0.265690416097641
b1,b11,2.0,-2.0,3,0,self-doubt / encouragement,0.052152782678604126
b1,b11,2.0,-2.0,3,1,frustration / despair,0.06823118776082993
b1,b11,2.0,-2.0,3,2,uncertainty / indecision,0.09339969605207443
b1,b11,2.0,-2.0,3,3,romantic idealism,0.0389857292175293
b1,b11,2.0,-2.0,3,4,academic ambition / competitive determination,0.03719789534807205
b1,b11,2.0,-2.0,3,5,ironic amusement,0.11161800473928452
b1,b11,2.0,-2.0,3,6,enthusiasm / curiosity,0.1314084231853485
b1,b11,2.0,-2.0,4,0,self-doubt / encouragement,0.08677870780229568
b1,b11,2.0,-2.0,4,1,frustration / despair,0.06257490813732147
b1,b11,2.0,-2.0,4,2,uncertainty / indecision,0.13384079933166504
b1,b11,2.0,-2.0,4,3,romantic idealism,0.0871620699763298
b1,b11,2.0,-2.0,4,4,academic ambition / competitive determination,0.1314125508069992
b1,b11,2.0,-2.0,4,5,ironic amusement,0.05179508030414581
b1,b11,2.0,-2.0,4,6,enthusiasm / curiosity,0.09539270401000977
b1,b11,2.0,-2.0,5,0,self-doubt / encouragement,0.12309084832668304
b1,b11,2.0,-2.0,5,1,frustration / despair,0.15163734555244446
